C02451V02968,REGION,C02447V03042,SchoolProgramme,TLIST(A1),Year,STATISTIC,Statistic Label,UNIT,VALUE,NumberOfClasses, NumberOfPupils
21,Dublin City,1,All first level school programmes,2022,2022,EDA57C02,Classes in National Schools (Number),Number,2393,2393,
21,Dublin City,11,All mainstream national school programmes,1995,1995,EDA57C02,Classes in National Schools (Number),Number,1704,1704,
21,Dublin City,11,All mainstream national school programmes,1996,1996,EDA57C02,Classes in National Schools (Number),Number,1712,1712,
21,Dublin City,11,All mainstream national school programmes,1997,1997,EDA57C02,Classes in National Schools (Number),Number,1704,1704,
21,Dublin City,11,All mainstream national school programmes,1998,1998,EDA57C02,Classes in National Schools (Number),Number,1736,1736,
21,Dublin City,11,All mainstream national school programmes,1999,1999,EDA57C02,Classes in National Schools (Number),Number,1729,1729,
21,Dublin City,11,All mainstream national school programmes,2000,2000,EDA57C02,Classes in National Schools (Number),Number,1742,1742,
21,Dublin City,11,All mainstream national school programmes,2001,2001,EDA57C02,Classes in National Schools (Number),Number,1734,1734,
21,Dublin City,11,All mainstream national school programmes,2002,2002,EDA57C02,Classes in National Schools (Number),Number,1794,1794,
21,Dublin City,11,All mainstream national school programmes,2003,2003,EDA57C02,Classes in National Schools (Number),Number,1793,1793,
21,Dublin City,11,All mainstream national school programmes,2004,2004,EDA57C02,Classes in National Schools (Number),Number,1791,1791,
21,Dublin City,11,All mainstream national school programmes,2005,2005,EDA57C02,Classes in National Schools (Number),Number,1770,1770,
21,Dublin City,11,All mainstream national school programmes,2006,2006,EDA57C02,Classes in National Schools (Number),Number,1775,1775,
21,Dublin City,11,All mainstream national school programmes,2007,2007,EDA57C02,Classes in National Schools (Number),Number,1798,1798,
21,Dublin City,11,All mainstream national school programmes,2008,2008,EDA57C02,Classes in National Schools (Number),Number,1825,1825,
21,Dublin City,11,All mainstream national school programmes,2009,2009,EDA57C02,Classes in National Schools (Number),Number,1837,1837,
21,Dublin City,11,All mainstream national school programmes,2010,2010,EDA57C02,Classes in National Schools (Number),Number,1810,1810,
21,Dublin City,11,All mainstream national school programmes,2011,2011,EDA57C02,Classes in National Schools (Number),Number,1805,1805,
21,Dublin City,11,All mainstream national school programmes,2012,2012,EDA57C02,Classes in National Schools (Number),Number,1800,1800,
21,Dublin City,11,All mainstream national school programmes,2013,2013,EDA57C02,Classes in National Schools (Number),Number,1791,1791,
21,Dublin City,11,All mainstream national school programmes,2014,2014,EDA57C02,Classes in National Schools (Number),Number,1827,1827,
21,Dublin City,11,All mainstream national school programmes,2015,2015,EDA57C02,Classes in National Schools (Number),Number,1851,1851,
21,Dublin City,11,All mainstream national school programmes,2016,2016,EDA57C02,Classes in National Schools (Number),Number,1909,1909,
21,Dublin City,11,All mainstream national school programmes,2017,2017,EDA57C02,Classes in National Schools (Number),Number,1940,1940,
21,Dublin City,11,All mainstream national school programmes,2018,2018,EDA57C02,Classes in National Schools (Number),Number,1989,1989,
21,Dublin City,11,All mainstream national school programmes,2019,2019,EDA57C02,Classes in National Schools (Number),Number,2016,2016,
21,Dublin City,11,All mainstream national school programmes,2020,2020,EDA57C02,Classes in National Schools (Number),Number,2036,2036,
21,Dublin City,11,All mainstream national school programmes,2021,2021,EDA57C02,Classes in National Schools (Number),Number,2057,2057,
21,Dublin City,11,All mainstream national school programmes,2022,2022,EDA57C02,Classes in National Schools (Number),Number,2070,2070,
21,Dublin City,121,Pupils with special needs in mainstream national schools,1995,1995,EDA57C02,Classes in National Schools (Number),Number,75,75,
21,Dublin City,121,Pupils with special needs in mainstream national schools,1996,1996,EDA57C02,Classes in National Schools (Number),Number,77,77,
21,Dublin City,121,Pupils with special needs in mainstream national schools,1997,1997,EDA57C02,Classes in National Schools (Number),Number,80,80,
21,Dublin City,121,Pupils with special needs in mainstream national schools,1998,1998,EDA57C02,Classes in National Schools (Number),Number,103,103,
21,Dublin City,121,Pupils with special needs in mainstream national schools,1999,1999,EDA57C02,Classes in National Schools (Number),Number,130,130,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2000,2000,EDA57C02,Classes in National Schools (Number),Number,141,141,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2001,2001,EDA57C02,Classes in National Schools (Number),Number,147,147,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2002,2002,EDA57C02,Classes in National Schools (Number),Number,146,146,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2003,2003,EDA57C02,Classes in National Schools (Number),Number,154,154,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2004,2004,EDA57C02,Classes in National Schools (Number),Number,157,157,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2005,2005,EDA57C02,Classes in National Schools (Number),Number,160,160,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2006,2006,EDA57C02,Classes in National Schools (Number),Number,157,157,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2007,2007,EDA57C02,Classes in National Schools (Number),Number,154,154,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2008,2008,EDA57C02,Classes in National Schools (Number),Number,145,145,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2009,2009,EDA57C02,Classes in National Schools (Number),Number,141,141,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2010,2010,EDA57C02,Classes in National Schools (Number),Number,113,113,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2011,2011,EDA57C02,Classes in National Schools (Number),Number,140,140,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2012,2012,EDA57C02,Classes in National Schools (Number),Number,47,47,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2013,2013,EDA57C02,Classes in National Schools (Number),Number,48,48,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2014,2014,EDA57C02,Classes in National Schools (Number),Number,50,50,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2015,2015,EDA57C02,Classes in National Schools (Number),Number,57,57,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2016,2016,EDA57C02,Classes in National Schools (Number),Number,60,60,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2017,2017,EDA57C02,Classes in National Schools (Number),Number,66,66,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2018,2018,EDA57C02,Classes in National Schools (Number),Number,68,68,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2019,2019,EDA57C02,Classes in National Schools (Number),Number,72,72,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2020,2020,EDA57C02,Classes in National Schools (Number),Number,78,78,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2021,2021,EDA57C02,Classes in National Schools (Number),Number,92,92,
21,Dublin City,121,Pupils with special needs in mainstream national schools,2022,2022,EDA57C02,Classes in National Schools (Number),Number,118,118,
21,Dublin City,122,Pupils in special national schools,1995,1995,EDA57C02,Classes in National Schools (Number),Number,254,254,
21,Dublin City,122,Pupils in special national schools,1996,1996,EDA57C02,Classes in National Schools (Number),Number,263,263,
21,Dublin City,122,Pupils in special national schools,1997,1997,EDA57C02,Classes in National Schools (Number),Number,268,268,
21,Dublin City,122,Pupils in special national schools,1998,1998,EDA57C02,Classes in National Schools (Number),Number,271,271,
21,Dublin City,122,Pupils in special national schools,1999,1999,EDA57C02,Classes in National Schools (Number),Number,268,268,
21,Dublin City,122,Pupils in special national schools,2000,2000,EDA57C02,Classes in National Schools (Number),Number,268,268,
21,Dublin City,122,Pupils in special national schools,2001,2001,EDA57C02,Classes in National Schools (Number),Number,262,262,
21,Dublin City,122,Pupils in special national schools,2002,2002,EDA57C02,Classes in National Schools (Number),Number,272,272,
21,Dublin City,122,Pupils in special national schools,2003,2003,EDA57C02,Classes in National Schools (Number),Number,266,266,
21,Dublin City,122,Pupils in special national schools,2004,2004,EDA57C02,Classes in National Schools (Number),Number,263,263,
21,Dublin City,122,Pupils in special national schools,2005,2005,EDA57C02,Classes in National Schools (Number),Number,262,262,
21,Dublin City,122,Pupils in special national schools,2006,2006,EDA57C02,Classes in National Schools (Number),Number,252,252,
21,Dublin City,122,Pupils in special national schools,2007,2007,EDA57C02,Classes in National Schools (Number),Number,248,248,
21,Dublin City,122,Pupils in special national schools,2008,2008,EDA57C02,Classes in National Schools (Number),Number,249,249,
21,Dublin City,122,Pupils in special national schools,2009,2009,EDA57C02,Classes in National Schools (Number),Number,255,255,
21,Dublin City,122,Pupils in special national schools,2010,2010,EDA57C02,Classes in National Schools (Number),Number,254,254,
21,Dublin City,122,Pupils in special national schools,2011,2011,EDA57C02,Classes in National Schools (Number),Number,245,245,
21,Dublin City,122,Pupils in special national schools,2012,2012,EDA57C02,Classes in National Schools (Number),Number,224,224,
21,Dublin City,122,Pupils in special national schools,2013,2013,EDA57C02,Classes in National Schools (Number),Number,227,227,
21,Dublin City,122,Pupils in special national schools,2014,2014,EDA57C02,Classes in National Schools (Number),Number,230,230,
21,Dublin City,122,Pupils in special national schools,2015,2015,EDA57C02,Classes in National Schools (Number),Number,235,235,
21,Dublin City,122,Pupils in special national schools,2016,2016,EDA57C02,Classes in National Schools (Number),Number,244,244,
21,Dublin City,122,Pupils in special national schools,2017,2017,EDA57C02,Classes in National Schools (Number),Number,233,233,
21,Dublin City,122,Pupils in special national schools,2018,2018,EDA57C02,Classes in National Schools (Number),Number,234,234,
21,Dublin City,122,Pupils in special national schools,2019,2019,EDA57C02,Classes in National Schools (Number),Number,237,237,
21,Dublin City,122,Pupils in special national schools,2020,2020,EDA57C02,Classes in National Schools (Number),Number,208,208,
21,Dublin City,122,Pupils in special national schools,2021,2021,EDA57C02,Classes in National Schools (Number),Number,207,207,
21,Dublin City,122,Pupils in special national schools,2022,2022,EDA57C02,Classes in National Schools (Number),Number,205,205,
22,South Dublin,1,All first level school programmes,1995,1995,EDA57C02,Classes in National Schools (Number),Number,1152,1152,
22,South Dublin,1,All first level school programmes,1996,1996,EDA57C02,Classes in National Schools (Number),Number,1150,1150,
22,South Dublin,1,All first level school programmes,1997,1997,EDA57C02,Classes in National Schools (Number),Number,1137,1137,
22,South Dublin,1,All first level school programmes,1998,1998,EDA57C02,Classes in National Schools (Number),Number,1176,1176,
22,South Dublin,1,All first level school programmes,1999,1999,EDA57C02,Classes in National Schools (Number),Number,1173,1173,
